 .eslintrc.js                                                                                                                |    87 +++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_debug_inspector.js                            |    28 ++++++++++++++------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_debug_nobg.js                                 |    58 ++++++++++++++++++++++++++++-------------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_debug_popup.js                                |    97 +++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_debug_setting_thisfirefox.js                  |    38 +++++++++++++++++++----------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_debug_setting_usb.js                          |     5 ++---
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_manifest_url.js                               |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_remote_runtime.js                             |    10 ++++------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_temporary_addon_buttons.js                    |    17 ++++++++--------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_temporary_id_message.js                       |    11 ++++++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_temporary_install_error.js                    |    19 +++++++++---------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_warnings.js                                   |    17 +++++++++-------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_connect_networklocations.js                          |    15 +++++---------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_connect_toggle_usb_devices.js                        |    15 +++++---------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_connection_prompt_setting.js                         |    11 ++++------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_debug-target-pane_collapsibilities_interaction.js    |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_debug-target-pane_collapsibilities_preference.js     |     2 +-
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_debug-target-pane_empty.js                           |    15 +++++---------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_debug-target-pane_usb_runtime.js                     |    10 ++--------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_devtoolstoolbox_contextmenu.js                       |    12 ++++-------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_devtoolstoolbox_contextmenu_markupview.js            |     7 ++-----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_devtoolstoolbox_menubar.js                           |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_devtoolstoolbox_reload.js                            |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_devtoolstoolbox_shortcuts.js                         |    26 ++++++++++++++----------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_devtoolstoolbox_tooltip_markupview.js                |    15 +++++---------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_navigate.js                                          |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_persist_connection.js                                |    11 +++++-----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_profiler_dialog.js                                   |     2 +-
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_real_usb_runtime_page_runtime_info.js                |    17 ++++++++--------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_real_usb_sidebar.js                                  |     7 ++++---
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_routes.js                                            |    26 +++++-------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_runtime_compatibility_warning.js                     |    18 ++++++-----------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_runtime_remote_runtime_buttons.js                    |    14 +++++--------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_runtime_usbclient_closed.js                          |    15 ++++++--------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_select_network_runtime.js                            |    10 ++++------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_select_page_with_serviceworker.js                    |    20 +++++++++----------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_fetch_flag.js                          |     7 ++-----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_multie10s.js                           |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_not_compatible.js                      |    40 ++++++++++++++++++-------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_push.js                                |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_pushservice_url.js                     |    15 +++++---------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_runtime-page.js                        |    12 ++++-------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_start.js                               |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_status.js                              |    24 ++++++++--------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_timeout.js                             |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_serviceworker_unregister.js                          |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_network_runtimes.js                          |     9 +++------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_usb_runtime.js                               |     5 ++---
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_usb_runtime_connect.js                       |     2 +-
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_usb_runtime_refresh.js                       |     7 +++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_usb_runtime_select.js                        |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_usb_status.js                                |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_sidebar_usb_unknown_runtime.js                       |     2 +-
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_stop_adb.js                                          |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_system_addons.js                                     |    12 +++++------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_tab_favicons.js                                      |    15 +++++++-------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_basic.js                                   |     3 +--
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_inspect.js                                 |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_navigate.js                                |     5 ++---
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_runtime_actions.js                         |    41 ++++++++++++++++++++++++++------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_runtime_connected_details.js               |    12 +++--------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_runtime_updates.js                         |    63 +++++++++++++++++++++++++++-------------------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_runtime_updates_multi.js                   |    50 ++++++++++++++++++++++++++--------------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_telemetry_runtime_updates_network.js                 |    31 ++++++++++++++---------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_thisfirefox.js                                       |    18 ++++-------------
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_thisfirefox_runtime_info.js                          |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_thisfirefox_worker_inspection.js                     |     8 ++++----
 devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_workers_remote_runtime.js                            |    52 +++++++++++++++++++++++-------------------------
 devtools/client/aboutdebugging-new/test/browser/head.js                                                                     |    26 ++++++++++--------------
 devtools/client/aboutdebugging-new/test/browser/helper-adb.js                                                               |     3 +--
 devtools/client/aboutdebugging-new/test/browser/helper-addons.js                                                            |    24 ++++++++++++----------
 devtools/client/aboutdebugging-new/test/browser/helper-collapsibilities.js                                                  |    14 ++++++-------
 devtools/client/aboutdebugging-new/test/browser/helper-mocks.js                                                             |    27 ++++++++++---------------
 devtools/client/aboutdebugging-new/test/browser/helper-real-usb.js                                                          |     5 ++---
 devtools/client/aboutdebugging-new/test/browser/helper-serviceworker.js                                                     |     8 +++++---
 devtools/client/aboutdebugging-new/test/browser/helper-telemetry.js                                                         |    15 +++++---------
 devtools/client/aboutdebugging-new/test/browser/mocks/helper-client-wrapper-mock.js                                         |    21 +++++++++-----------
 devtools/client/aboutdebugging-new/test/browser/mocks/helper-runtime-client-factory-mock.js                                 |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/mocks/helper-usb-runtimes-mock.js                                           |     6 ++----
 devtools/client/aboutdebugging-new/test/browser/resources/service-workers/push-sw.js                                        |     8 +++++---
 devtools/client/aboutdebugging-new/test/unit/.eslintrc.js                                                                   |     2 +-
 devtools/client/aboutdebugging-new/test/unit/test_extensions_path.js                                                        |    18 ++++-------------
 devtools/client/aboutdebugging/components/Aboutdebugging.js                                                                 |    81 +++++++++++++++++++++++++++++++++++---------------------------------------
 devtools/client/aboutdebugging/components/PanelHeader.js                                                                    |     5 ++---
 devtools/client/aboutdebugging/components/PanelMenu.js                                                                      |    18 +++++++++--------
 devtools/client/aboutdebugging/components/PanelMenuEntry.js                                                                 |    23 +++++++++++----------
 devtools/client/aboutdebugging/components/TargetList.js                                                                     |    21 +++++---------------
 devtools/client/aboutdebugging/components/addons/Controls.js                                                                |    55 +++++++++++++++++++++++++++-----------------------
 devtools/client/aboutdebugging/components/addons/InstallError.js                                                            |    24 +++++++++-------------
 devtools/client/aboutdebugging/components/addons/Panel.js                                                                   |   187 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------
 devtools/client/aboutdebugging/components/addons/Target.js                                                                  |   177 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------
 devtools/client/aboutdebugging/components/tabs/Panel.js                                                                     |    55 +++++++++++++++++++++++++-------------------------
 devtools/client/aboutdebugging/components/tabs/Target.js                                                                    |    31 ++++++++++++++++-------------
 devtools/client/aboutdebugging/components/workers/MultiE10sWarning.js                                                       |    18 +++++------------
 devtools/client/aboutdebugging/components/workers/Panel.js                                                                  |    55 ++++++++++++++++++++------------------------------
 devtools/client/aboutdebugging/components/workers/ServiceWorkerTarget.js                                                    |   139 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------
 devtools/client/aboutdebugging/components/workers/Target.js                                                                 |    35 ++++++++++++++++----------------
 devtools/client/aboutdebugging/initializer.js                                                                               |    32 ++++++++++++++++++------------
 devtools/client/aboutdebugging/modules/addon.js                                                                             |     2 +-
 devtools/client/aboutdebugging/modules/connect.js                                                                           |     8 ++++----
 devtools/client/aboutdebugging/test/.eslintrc.js                                                                            |    32 +++++++++++++++---------------
 devtools/client/aboutdebugging/test/browser_addons_debug_info.js                                                            |    38 ++++++++++++++++-------------------
 devtools/client/aboutdebugging/test/browser_addons_debug_webextension.js                                                    |    45 +++++++++++++++++++----------------------
 devtools/client/aboutdebugging/test/browser_addons_debug_webextension_inspector.js                                          |    69 ++++++++++++++++++++++++++++++---------------------------------
 devtools/client/aboutdebugging/test/browser_addons_debug_webextension_nobg.js                                               |    57 ++++++++++++++++++++++++++--------------------------
 devtools/client/aboutdebugging/test/browser_addons_debug_webextension_popup.js                                              |   172 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------
 devtools/client/aboutdebugging/test/browser_addons_debugging_initial_state.js                                               |    36 ++++++++++++++++-----------------
 devtools/client/aboutdebugging/test/browser_addons_install.js                                                               |    26 ++++++++++++------------
 devtools/client/aboutdebugging/test/browser_addons_reload.js                                                                |    34 +++++++++++++------------------
 devtools/client/aboutdebugging/test/browser_addons_remove.js                                                                |     8 ++++----
 devtools/client/aboutdebugging/test/browser_addons_toggle_debug.js                                                          |     9 +++------
 devtools/client/aboutdebugging/test/browser_service_workers.js                                                              |     3 +--
 devtools/client/aboutdebugging/test/browser_service_workers_fetch_flag.js                                                   |     3 +--
 devtools/client/aboutdebugging/test/browser_service_workers_multi_content_process.js                                        |     3 +--
 devtools/client/aboutdebugging/test/browser_service_workers_not_compatible.js                                               |    10 +++-------
 devtools/client/aboutdebugging/test/browser_service_workers_push.js                                                         |     9 +++------
 devtools/client/aboutdebugging/test/browser_service_workers_push_service.js                                                 |    12 ++++-------
 devtools/client/aboutdebugging/test/browser_service_workers_start.js                                                        |     3 +--
 devtools/client/aboutdebugging/test/browser_service_workers_status.js                                                       |     3 +--
 devtools/client/aboutdebugging/test/browser_service_workers_timeout.js                                                      |     3 +--
 devtools/client/aboutdebugging/test/browser_service_workers_unregister.js                                                   |     6 ++----
 devtools/client/aboutdebugging/test/head.js                                                                                 |    75 ++++++++++++++++++++++++++++++++-------------------------------------
 devtools/client/aboutdebugging/test/service-workers/push-sw.js                                                              |     8 +++++---
 devtools/client/accessibility/accessibility-startup.js                                                                      |    28 ++++++++++----------------
 devtools/client/accessibility/accessibility-view.js                                                                         |     5 ++---
 devtools/client/accessibility/actions/accessibles.js                                                                        |    18 +++++++++--------
 devtools/client/accessibility/actions/details.js                                                                            |     9 +++++----
 devtools/client/accessibility/actions/ui.js                                                                                 |    27 ++++++++++---------------
 devtools/client/accessibility/components/AccessibilityRow.js                                                                |    43 ++++++++++++++++++++--------------------
 devtools/client/accessibility/components/AccessibilityTree.js                                                               |   114 +++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------
 devtools/client/accessibility/components/Accessible.js                                                                      |    85 ++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/accessibility/components/Button.js                                                                          |    25 +++++++++++++----------
 devtools/client/accessibility/components/Checks.js                                                                          |    25 ++++++++++++-----------
 devtools/client/accessibility/components/ColorContrastAccessibility.js                                                      |   143 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------
 devtools/client/accessibility/components/Description.js                                                                     |    72 +++++++++++++++++++++++++++++++++++-------------------------------
 devtools/client/accessibility/components/LearnMoreLink.js                                                                   |    16 +++++++--------
 devtools/client/accessibility/components/MainFrame.js                                                                       |    41 ++++++++++++++++++++------------------
 devtools/client/accessibility/components/RightSidebar.js                                                                    |    26 +++++++++++++-----------
 devtools/client/accessibility/components/Toolbar.js                                                                         |    48 ++++++++++++++++++++++----------------------
 devtools/client/accessibility/constants.js                                                                                  |     7 +++----
 devtools/client/accessibility/main.js                                                                                       |     2 +-
 devtools/client/accessibility/panel.js                                                                                      |    27 ++++++++++---------------
 devtools/client/accessibility/picker.js                                                                                     |     6 ++----
 devtools/client/accessibility/reducers/accessibles.js                                                                       |     3 +--
 devtools/client/accessibility/reducers/details.js                                                                           |     2 +-
 devtools/client/accessibility/reducers/index.js                                                                             |     2 +-
 devtools/client/accessibility/reducers/ui.js                                                                                |     4 ++--
 devtools/client/accessibility/test/browser/.eslintrc.js                                                                     |     2 +-
 devtools/client/accessibility/test/browser/browser_accessibility_context_menu_browser.js                                    |    70 +++++++++++++++++++++++++++++++++++-----------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_context_menu_inspector.js                                  |    56 ++++++++++++++++++++++++---------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_mutations.js                                               |   179 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_panel_highlighter.js                                       |     8 +++-----
 devtools/client/accessibility/test/browser/browser_accessibility_panel_highlighter_multi_tab.js                             |    10 ++++------
 devtools/client/accessibility/test/browser/browser_accessibility_relation_navigation.js                                     |   157 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_reload.js                                                  |   100 +++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_sidebar.js                                                 |    76 ++++++++++++++++++++++++++++++++++++---------------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_sidebar_checks.js                                          |    74 ++++++++++++++++++++++++++++++++++++--------------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_tree.js                                                    |    74 +++++++++++++++++++++++++++++++++++++++-----------------------------
 devtools/client/accessibility/test/browser/browser_accessibility_tree_nagivation.js                                         |   251 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------
 devtools/client/accessibility/test/browser/head.js                                                                          |    66 +++++++++++++++++++++++++++++-------------------------------
 devtools/client/accessibility/test/mochitest/.eslintrc.js                                                                   |     2 +-
 devtools/client/accessibility/test/mochitest/contrast.snapshots.js                                                          |   358 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 devtools/client/accessibility/test/mochitest/head.js                                                                        |     2 +-
 devtools/client/application/initializer.js                                                                                  |    12 +++++------
 devtools/client/application/panel.js                                                                                        |     2 +-
 devtools/client/application/src/actions/index.js                                                                            |     5 +----
 devtools/client/application/src/actions/page.js                                                                             |     8 +++-----
 devtools/client/application/src/actions/workers.js                                                                          |     8 +++-----
 devtools/client/application/src/components/App.js                                                                           |    21 ++++++++------------
 devtools/client/application/src/components/Worker.js                                                                        |   128 ++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------
 devtools/client/application/src/components/WorkerList.js                                                                    |    38 +++++++++++++++++------------------
 devtools/client/application/src/components/WorkerListEmpty.js                                                               |    54 ++++++++++++++++++++++++++------------------------
 devtools/client/application/src/constants.js                                                                                |     2 +-
 devtools/client/application/src/create-store.js                                                                             |     2 +-
 devtools/client/application/src/reducers/index.js                                                                           |     2 +-
 devtools/client/application/src/reducers/page-state.js                                                                      |    10 ++++------
 devtools/client/application/src/reducers/workers-state.js                                                                   |     8 +++-----
 devtools/client/application/test/.eslintrc.js                                                                               |     2 +-
 devtools/client/application/test/browser_application_panel_debug-service-worker.js                                          |    10 ++++------
 devtools/client/application/test/browser_application_panel_list-domain-workers.js                                           |    15 +++++---------
 devtools/client/application/test/browser_application_panel_list-several-workers.js                                          |     6 ++----
 devtools/client/application/test/browser_application_panel_list-single-worker.js                                            |    10 +++-------
 devtools/client/application/test/browser_application_panel_list-unicode.js                                                  |    12 ++++-------
 devtools/client/application/test/browser_application_panel_open-links.js                                                    |     8 ++------
 devtools/client/application/test/head.js                                                                                    |     7 ++-----
 devtools/client/definitions.js                                                                                              |   144 ++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------
 devtools/client/dom/.eslintrc.js                                                                                            |    16 +++++++--------
 devtools/client/dom/content/actions/filter.js                                                                               |     2 +-
 devtools/client/dom/content/actions/grips.js                                                                                |     6 +++---
 devtools/client/dom/content/components/DomTree.js                                                                           |    55 ++++++++++++++++++++++++--------------------------
 devtools/client/dom/content/components/MainFrame.js                                                                         |    37 ++++++++++++++++------------------
 devtools/client/dom/content/components/MainToolbar.js                                                                       |    35 ++++++++++++++++----------------
 devtools/client/dom/content/dom-decorator.js                                                                                |     6 ++----
 devtools/client/dom/content/dom-view.js                                                                                     |    19 ++++++++++--------
 devtools/client/dom/content/grip-provider.js                                                                                |    13 ++++++------
 devtools/client/dom/content/reducers/index.js                                                                               |     2 +-
 devtools/client/dom/content/utils.js                                                                                        |     2 +-
 devtools/client/dom/main.js                                                                                                 |     2 +-
 devtools/client/dom/panel.js                                                                                                |    15 +++++++-------
 devtools/client/dom/test/.eslintrc.js                                                                                       |     2 +-
 devtools/client/dom/test/browser_dom_array.js                                                                               |    28 ++++++++++++++++++++++++--
 devtools/client/dom/test/head.js                                                                                            |    13 +++++-------
 devtools/client/framework/ToolboxProcess.jsm                                                                                |    81 +++++++++++++++++++++++++++++++++++---------------------------------------
 devtools/client/framework/attach-thread.js                                                                                  |    19 +++++-------------
 devtools/client/framework/browser-menus.js                                                                                  |    18 ++++++++---------
 devtools/client/framework/components/DebugTargetErrorPage.js                                                                |    19 ++++++++----------
 devtools/client/framework/components/DebugTargetInfo.js                                                                     |    46 ++++++++++++++++++++----------------------
 devtools/client/framework/components/MeatballMenu.js                                                                        |    32 +++++++++++-------------------
 devtools/client/framework/components/ToolboxController.js                                                                   |    33 ++++++++++++------------------
 devtools/client/framework/components/ToolboxTab.js                                                                          |    61 +++++++++++++++++++++++++++-----------------------------
 devtools/client/framework/components/ToolboxTabs.js                                                                         |    83 ++++++++++++++++++++++++++++++++++------------------------------------------
 devtools/client/framework/components/ToolboxToolbar.js                                                                      |   179 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------
 devtools/client/framework/connect/connect.js                                                                                |    50 +++++++++++++++++++++++++---------------------
 devtools/client/framework/devtools-browser.js                                                                               |    97 ++++++++++++++++++++++++++++++++++++++---------------------------------------------------
 devtools/client/framework/devtools.js                                                                                       |    58 ++++++++++++++++++++++-------------------------------
 devtools/client/framework/gDevTools.jsm                                                                                     |    16 +++++++--------
 devtools/client/framework/menu-item.js                                                                                      |    26 ++++++++++++------------
 devtools/client/framework/menu.js                                                                                           |     8 ++++----
 devtools/client/framework/selection.js                                                                                      |    28 +++++++++-----------------
 devtools/client/framework/sidebar.js                                                                                        |    17 ++++++++--------
 devtools/client/framework/source-map-url-service.js                                                                         |    56 ++++++++++++++++++++++++++++-----------------------
 devtools/client/framework/target-from-url.js                                                                                |     5 ++---
 devtools/client/framework/target.js                                                                                         |     6 ++----
 devtools/client/framework/test/.eslintrc.js                                                                                 |     2 +-
 devtools/client/framework/test/browser_about-devtools-toolbox_load.js                                                       |     2 +-
 devtools/client/framework/test/browser_browser_toolbox.js                                                                   |    30 +++++++++++++++-------------
 devtools/client/framework/test/browser_browser_toolbox_debugger.js                                                          |    59 ++++++++++++++++++++++++++++++++++--------------------
 devtools/client/framework/test/browser_devtools_api.js                                                                      |    28 ++++++++++----------------
 devtools/client/framework/test/browser_devtools_api_destroy.js                                                              |    10 ++++++----
 devtools/client/framework/test/browser_dynamic_tool_enabling.js                                                             |     7 +++----
 devtools/client/framework/test/browser_keybindings_01.js                                                                    |    16 +++++++--------
 devtools/client/framework/test/browser_keybindings_02.js                                                                    |     6 +++---
 devtools/client/framework/test/browser_keybindings_03.js                                                                    |     6 +++---
 devtools/client/framework/test/browser_menu_api.js                                                                          |    76 +++++++++++++++++++++++++++++++++++++--------------------------------
 devtools/client/framework/test/browser_source_map-late-script.js                                                            |    15 +++++---------
 devtools/client/framework/test/browser_target_from_url.js                                                                   |     5 ++---
 devtools/client/framework/test/browser_target_get-front.js                                                                  |    22 ++++----------------
 devtools/client/framework/test/browser_target_server_compartment.js                                                         |    32 +++++++++++++++++-------------
 devtools/client/framework/test/browser_target_support.js                                                                    |    21 +++++++-------------
 devtools/client/framework/test/browser_toolbox_dynamic_registration.js                                                      |     2 +-
 devtools/client/framework/test/browser_toolbox_getpanelwhenready.js                                                         |     6 ++----
 devtools/client/framework/test/browser_toolbox_highlight.js                                                                 |    20 +++++++------------
 devtools/client/framework/test/browser_toolbox_hosts.js                                                                     |     4 ++--
 devtools/client/framework/test/browser_toolbox_hosts_size.js                                                                |     6 +++---
 devtools/client/framework/test/browser_toolbox_hosts_telemetry.js                                                           |     6 +++---
 devtools/client/framework/test/browser_toolbox_keyboard_navigation.js                                                       |    22 +++++++++-----------
 devtools/client/framework/test/browser_toolbox_meatball.js                                                                  |     6 ++----
 devtools/client/framework/test/browser_toolbox_options.js                                                                   |   121 ++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------
 devtools/client/framework/test/browser_toolbox_options_disable_buttons.js                                                   |    64 ++++++++++++++++++++++++-----------------------------------
 devtools/client/framework/test/browser_toolbox_options_disable_js.js                                                        |    15 +++++---------
 devtools/client/framework/test/browser_toolbox_options_enable_serviceworkers_testing.js                                     |    28 ++++++++++++++------------
 devtools/client/framework/test/browser_toolbox_options_enable_serviceworkers_testing_frame_script.js                        |     6 +-----
 devtools/client/framework/test/browser_toolbox_options_frames_button.js                                                     |     2 +-
 devtools/client/framework/test/browser_toolbox_options_multiple_tabs.js                                                     |    35 +++++++++++---------------------
 devtools/client/framework/test/browser_toolbox_races.js                                                                     |     7 +++++--
 devtools/client/framework/test/browser_toolbox_raise.js                                                                     |    16 +++++++++------
 devtools/client/framework/test/browser_toolbox_remoteness_change.js                                                         |     3 +--
 devtools/client/framework/test/browser_toolbox_select_event.js                                                              |     1 -
 devtools/client/framework/test/browser_toolbox_selected_tool_unavailable.js                                                 |    12 +++++------
 devtools/client/framework/test/browser_toolbox_selectionchanged_event.js                                                    |     1 -
 devtools/client/framework/test/browser_toolbox_sidebar.js                                                                   |    87 +++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/framework/test/browser_toolbox_sidebar_events.js                                                            |    55 +++++++++++++++++++++++++-------------------------
 devtools/client/framework/test/browser_toolbox_sidebar_existing_tabs.js                                                     |    12 +++++------
 devtools/client/framework/test/browser_toolbox_sidebar_overflow_menu.js                                                     |    15 +++++++-------
 devtools/client/framework/test/browser_toolbox_split_console.js                                                             |    20 +++++++++++++------
 devtools/client/framework/test/browser_toolbox_tabsswitch_shortcuts.js                                                      |    21 ++++++++------------
 devtools/client/framework/test/browser_toolbox_target.js                                                                    |     3 +--
 devtools/client/framework/test/browser_toolbox_telemetry_activate_splitconsole.js                                           |    37 +++++++++++++++++-----------------
 devtools/client/framework/test/browser_toolbox_telemetry_close.js                                                           |    12 +++++------
 devtools/client/framework/test/browser_toolbox_telemetry_enter.js                                                           |    48 +++++++++++++++++++++++---------------------
 devtools/client/framework/test/browser_toolbox_telemetry_exit.js                                                            |    41 +++++++++++++++++++-------------------
 devtools/client/framework/test/browser_toolbox_textbox_context_menu.js                                                      |     2 +-
 devtools/client/framework/test/browser_toolbox_theme.js                                                                     |    34 ++++++++++++++++++++-----------
 devtools/client/framework/test/browser_toolbox_theme_registration.js                                                        |    14 +++++--------
 devtools/client/framework/test/browser_toolbox_toggle.js                                                                    |    16 ++++++---------
 devtools/client/framework/test/browser_toolbox_tool_ready.js                                                                |     7 ++++---
 devtools/client/framework/test/browser_toolbox_tool_remote_reopen.js                                                        |     7 ++++---
 devtools/client/framework/test/browser_toolbox_toolbar_minimum_width.js                                                     |     2 +-
 devtools/client/framework/test/browser_toolbox_toolbar_overflow.js                                                          |     3 +--
 devtools/client/framework/test/browser_toolbox_toolbar_overflow_button_visibility.js                                        |    13 ++++--------
 devtools/client/framework/test/browser_toolbox_toolbar_reorder_by_dnd.js                                                    |    93 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------
