 .eslintrc.js                                                                                                                |    89 +++++++++++++++++++++++++++++++++--------------------------------
 browser/base/content/contentTheme.js                                                                                        |   271 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------
 browser/base/content/newInstall.js                                                                                          |    21 +++++++++-------
 browser/base/content/newInstallPage.js                                                                                      |    44 +++++++++++++++++---------------
 browser/base/content/nonbrowser-mac.js                                                                                      |    95 ++++++++++++++++++++++++++++++++++++++++++---------------------------
 browser/base/content/nsContextMenu.js                                                                                       |  1639 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/pageinfo/pageInfo.js                                                                                   |   934 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/pageinfo/permissions.js                                                                                |   156 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------
 browser/base/content/pageinfo/security.js                                                                                   |   273 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------
 browser/base/content/safeMode.js                                                                                            |    40 ++++++++++++++++-------------
 browser/base/content/sanitizeDialog.js                                                                                      |   101 ++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/tab-content.js                                                                                         |    91 +++++++++++++++++++++++++++++++++++++++++++++++++-----------------
 browser/base/content/tabbrowser.js                                                                                          |  9925 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/about/.eslintrc.js                                                                                |     6 ++---
 browser/base/content/test/about/browser_aboutCertError.js                                                                   |   454 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/about/browser_aboutCertError_clockSkew.js                                                         |    80 ++++++++++++++++++++++++++++++++++++++--------------------
 browser/base/content/test/about/browser_aboutCertError_exception.js                                                         |   213 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------
 browser/base/content/test/about/browser_aboutCertError_mitm.js                                                              |   129 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/test/about/browser_aboutCertError_noSubjectAltName.js                                                  |    59 ++++++++++++++++++++++++-------------------
 browser/base/content/test/about/browser_aboutCertError_telemetry.js                                                         |   135 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/test/about/browser_aboutHome_search_POST.js                                                            |    58 +++++++++++++++++++++++++++---------------
 browser/base/content/test/about/browser_aboutHome_search_composing.js                                                       |   178 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------
 browser/base/content/test/about/browser_aboutHome_search_searchbar.js                                                       |    34 +++++++++++++++++--------
 browser/base/content/test/about/browser_aboutHome_search_suggestion.js                                                      |   113 +++++++++++++++++++++++++++++++++++++++++++++-------------------------------------
 browser/base/content/test/about/browser_aboutHome_search_telemetry.js                                                       |   121 +++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/test/about/browser_aboutNetError.js                                                                    |    60 ++++++++++++++++++++++++++++++--------------
 browser/base/content/test/about/browser_aboutStopReload.js                                                                  |   150 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------
 browser/base/content/test/about/browser_aboutSupport.js                                                                     |    80 +++++++++++++++++++++++++++++++++++++++-------------------
 browser/base/content/test/about/browser_aboutSupport_newtab_security_state.js                                               |     9 +++----
 browser/base/content/test/about/head.js                                                                                     |   120 +++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/base/content/test/alerts/.eslintrc.js                                                                               |     6 ++---
 browser/base/content/test/alerts/browser_notification_close.js                                                              |   129 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 browser/base/content/test/alerts/browser_notification_do_not_disturb.js                                                     |    55 ++++++++++++++++++++++++----------------
 browser/base/content/test/alerts/browser_notification_open_settings.js                                                      |   116 +++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 browser/base/content/test/alerts/browser_notification_remove_permission.js                                                  |    46 +++++++++++++++++++++-------------
 browser/base/content/test/alerts/browser_notification_replace.js                                                            |    78 ++++++++++++++++++++++++++++++++++++++++-----------------
 browser/base/content/test/alerts/browser_notification_tab_switching.js                                                      |   142 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------
 browser/base/content/test/alerts/head.js                                                                                    |    30 ++++++++++++++--------
 browser/base/content/test/captivePortal/.eslintrc.js                                                                        |     6 ++---
 browser/base/content/test/captivePortal/browser_CaptivePortalWatcher.js                                                     |     4 +--
 browser/base/content/test/captivePortal/browser_CaptivePortalWatcher_1.js                                                   |    41 ++++++++++++++++++++----------
 browser/base/content/test/captivePortal/browser_captivePortal_certErrorUI.js                                                |    96 ++++++++++++++++++++++++++++++++++++++++++++++------------------------
 browser/base/content/test/captivePortal/head.js                                                                             |   137 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/base/content/test/chrome/.eslintrc.js                                                                               |     6 ++---
 browser/base/content/test/contextMenu/.eslintrc.js                                                                          |     6 ++---
 browser/base/content/test/contextMenu/browser_contextmenu_iframe.js                                                         |    66 +++++++++++++++++++++++++++++++++---------------
 browser/base/content/test/contextMenu/browser_contextmenu_linkopen.js                                                       |   119 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------
 browser/base/content/test/contextMenu/browser_contextmenu_touch.js                                                          |    69 +++++++++++++++++++++++++++++---------------------
 browser/base/content/test/contextMenu/browser_utilityOverlay.js                                                             |    77 +++++++++++++++++++++++++++++++++-----------------------
 browser/base/content/test/contextMenu/browser_utilityOverlayPrincipal.js                                                    |    47 ++++++++++++++++++++++------------
 browser/base/content/test/favicons/.eslintrc.js                                                                             |     7 ++----
 browser/base/content/test/favicons/browser_bug408415.js                                                                     |    19 +++++++-------
 browser/base/content/test/favicons/browser_bug550565.js                                                                     |    18 ++++++++------
 browser/base/content/test/favicons/browser_favicon_accept.js                                                                |    32 ++++++++++++++++--------
 browser/base/content/test/favicons/browser_favicon_auth.js                                                                  |    28 ++++++++++++++-------
 browser/base/content/test/favicons/browser_favicon_cache.js                                                                 |    28 +++++++++++++--------
 browser/base/content/test/favicons/browser_favicon_change.js                                                                |    21 +++++++++-------
 browser/base/content/test/favicons/browser_favicon_change_not_in_document.js                                                |    31 ++++++++++++++++-------
 browser/base/content/test/favicons/browser_favicon_load.js                                                                  |    71 +++++++++++++++++++++++++++++-----------------------
 browser/base/content/test/favicons/browser_icon_discovery.js                                                                |   144 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------
 browser/base/content/test/favicons/browser_invalid_href_fallback.js                                                         |    27 ++++++++++++--------
 browser/base/content/test/favicons/browser_missing_favicon.js                                                               |    35 +++++++++++++++-----------
 browser/base/content/test/favicons/browser_mixed_content.js                                                                 |    13 +++++++---
 browser/base/content/test/favicons/browser_multiple_icons_in_short_timeframe.js                                             |    26 ++++++++++++-------
 browser/base/content/test/favicons/browser_oversized.js                                                                     |    26 ++++++++++++-------
 browser/base/content/test/favicons/browser_preferred_icons.js                                                               |   146 ++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------
 browser/base/content/test/favicons/browser_redirect.js                                                                      |    13 +++++++---
 browser/base/content/test/favicons/browser_rich_icons.js                                                                    |    33 ++++++++++++++++--------
 browser/base/content/test/favicons/browser_rooticon.js                                                                      |     9 ++++---
 browser/base/content/test/favicons/browser_subframe_favicons_not_used.js                                                    |    16 +++++++++---
 browser/base/content/test/favicons/browser_title_flicker.js                                                                 |   231 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------
 browser/base/content/test/favicons/head.js                                                                                  |    32 +++++++++++++++---------
 browser/base/content/test/forms/.eslintrc.js                                                                                |     6 ++---
 browser/base/content/test/forms/browser_selectpopup.js                                                                      |  1032 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/forms/browser_selectpopup_colors.js                                                               |   540 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/forms/browser_selectpopup_searchfocus.js                                                          |    44 ++++++++++++++++++--------------
 browser/base/content/test/forms/head.js                                                                                     |    20 ++++++++-------
 browser/base/content/test/general/.eslintrc.js                                                                              |     7 ++----
 browser/base/content/test/general/browser_accesskeys.js                                                                     |   152 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 browser/base/content/test/general/browser_addCertException.js                                                               |    72 ++++++++++++++++++++++++++++++++++-------------------
 browser/base/content/test/general/browser_addKeywordSearch.js                                                               |   122 ++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------
 browser/base/content/test/general/browser_alltabslistener.js                                                                |   284 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------
 browser/base/content/test/general/browser_backButtonFitts.js                                                                |    39 +++++++++++++++++++++--------
 browser/base/content/test/general/browser_beforeunload_duplicate_dialogs.js                                                 |    58 ++++++++++++++++++++++++++----------------
 browser/base/content/test/general/browser_blob-channelname.js                                                               |    16 ++++++++----
 browser/base/content/test/general/browser_blockHPKP.js                                                                      |    73 +++++++++++++++++++++++++++++++++++------------------
 browser/base/content/test/general/browser_bug1015721.js                                                                     |    34 +++++++++++++++++--------
 browser/base/content/test/general/browser_bug1261299.js                                                                     |    85 +++++++++++++++++++++++++++++++++++++++++++++++---------------
 browser/base/content/test/general/browser_bug1297539.js                                                                     |    65 ++++++++++++++++++++++++++++-------------------
 browser/base/content/test/general/browser_bug1299667.js                                                                     |    60 ++++++++++++++++++++++++++++----------------
 browser/base/content/test/general/browser_bug321000.js                                                                      |    67 ++++++++++++++++++++++++++++---------------------
 browser/base/content/test/general/browser_bug356571.js                                                                      |    61 ++++++++++++++++++++++++---------------------
 browser/base/content/test/general/browser_bug380960.js                                                                      |    17 +++++++++----
 browser/base/content/test/general/browser_bug386835.js                                                                      |    62 ++++++++++++++++++++++++++++++---------------
 browser/base/content/test/general/browser_bug406216.js                                                                      |    49 ++++++++++++++++++++----------------
 browser/base/content/test/general/browser_bug416661.js                                                                      |    23 +++++++++++------
 browser/base/content/test/general/browser_bug417483.js                                                                      |    38 +++++++++++++++++++++-------
 browser/base/content/test/general/browser_bug419612.js                                                                      |    13 +++++-----
 browser/base/content/test/general/browser_bug423833.js                                                                      |    76 ++++++++++++++++++++++++++++++++++++-------------------
 browser/base/content/test/general/browser_bug424101.js                                                                      |    80 ++++++++++++++++++++++++++++++++++++----------------------
 browser/base/content/test/general/browser_bug427559.js                                                                      |    18 ++++++++------
 browser/base/content/test/general/browser_bug431826.js                                                                      |    37 +++++++++++++++++----------
 browser/base/content/test/general/browser_bug432599.js                                                                      |    99 ++++++++++++++++++++++++++++++++++++++++--------------------------------
 browser/base/content/test/general/browser_bug435325.js                                                                      |    40 ++++++++++++++++++-----------
 browser/base/content/test/general/browser_bug441778.js                                                                      |    19 ++++++++------
 browser/base/content/test/general/browser_bug455852.js                                                                      |    26 ++++++++++++-------
 browser/base/content/test/general/browser_bug462289.js                                                                      |    89 ++++++++++++++++++++++++++++++++++++++++++++++-------------------
 browser/base/content/test/general/browser_bug462673.js                                                                      |    54 +++++++++++++++++++++++++++++++---------
 browser/base/content/test/general/browser_bug477014.js                                                                      |    27 ++++++++++++++------
 browser/base/content/test/general/browser_bug479408.js                                                                      |    18 ++++++++++----
 browser/base/content/test/general/browser_bug481560.js                                                                      |     8 +++---
 browser/base/content/test/general/browser_bug484315.js                                                                      |    17 +++++++------
 browser/base/content/test/general/browser_bug491431.js                                                                      |    42 +++++++++++++++++++------------
 browser/base/content/test/general/browser_bug495058.js                                                                      |    34 +++++++++++++++----------
 browser/base/content/test/general/browser_bug519216.js                                                                      |    19 ++++++++------
 browser/base/content/test/general/browser_bug520538.js                                                                      |    33 ++++++++++++++++--------
 browser/base/content/test/general/browser_bug521216.js                                                                      |    56 +++++++++++++++++++++++------------------
 browser/base/content/test/general/browser_bug533232.js                                                                      |    44 +++++++++++++++++++++++---------
 browser/base/content/test/general/browser_bug537013.js                                                                      |    90 ++++++++++++++++++++++++++++++++++++++++++------------------------
 browser/base/content/test/general/browser_bug537474.js                                                                      |    22 ++++++++++++----
 browser/base/content/test/general/browser_bug555224.js                                                                      |    16 +++++++-----
 browser/base/content/test/general/browser_bug559991.js                                                                      |    17 +++++++------
 browser/base/content/test/general/browser_bug563588.js                                                                      |    44 ++++++++++++++++++++------------
 browser/base/content/test/general/browser_bug565575.js                                                                      |    15 ++++++++---
 browser/base/content/test/general/browser_bug567306.js                                                                      |    30 +++++++++++++++-------
 browser/base/content/test/general/browser_bug575561.js                                                                      |    66 ++++++++++++++++++++++++++++++------------------
 browser/base/content/test/general/browser_bug575830.js                                                                      |    17 ++++++++-----
 browser/base/content/test/general/browser_bug577121.js                                                                      |    10 ++++----
 browser/base/content/test/general/browser_bug578534.js                                                                      |    28 +++++++++++++--------
 browser/base/content/test/general/browser_bug579872.js                                                                      |    14 +++++------
 browser/base/content/test/general/browser_bug581242.js                                                                      |    22 ++++++++++------
 browser/base/content/test/general/browser_bug581253.js                                                                      |    45 ++++++++++++++++++++++-----------
 browser/base/content/test/general/browser_bug585785.js                                                                      |    35 ++++++++++++++++++--------
 browser/base/content/test/general/browser_bug585830.js                                                                      |    10 +++++---
 browser/base/content/test/general/browser_bug594131.js                                                                      |     6 ++---
 browser/base/content/test/general/browser_bug596687.js                                                                      |    15 ++++++-----
 browser/base/content/test/general/browser_bug597218.js                                                                      |    20 +++++++--------
 browser/base/content/test/general/browser_bug609700.js                                                                      |    28 +++++++++++++--------
 browser/base/content/test/general/browser_bug623893.js                                                                      |    42 +++++++++++++++++--------------
 browser/base/content/test/general/browser_bug624734.js                                                                      |    37 +++++++++++++++++++--------
 browser/base/content/test/general/browser_bug633691.js                                                                      |    55 +++++++++++++++++++++++++---------------
 browser/base/content/test/general/browser_bug647886.js                                                                      |    43 +++++++++++++++++++-------------
 browser/base/content/test/general/browser_bug664672.js                                                                      |    24 ++++++++++++------
 browser/base/content/test/general/browser_bug676619.js                                                                      |    51 +++++++++++++++++++++++--------------
 browser/base/content/test/general/browser_bug710878.js                                                                      |    49 +++++++++++++++++++++++-------------
 browser/base/content/test/general/browser_bug719271.js                                                                      |    75 ++++++++++++++++++++++++++++++++++++++-----------------
 browser/base/content/test/general/browser_bug724239.js                                                                      |    74 ++++++++++++++++++++++++++++++------------------------
 browser/base/content/test/general/browser_bug734076.js                                                                      |   172 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------
 browser/base/content/test/general/browser_bug735471.js                                                                      |     7 ++++--
 browser/base/content/test/general/browser_bug749738.js                                                                      |    11 ++++----
 browser/base/content/test/general/browser_bug763468_perwindowpb.js                                                          |    29 +++++++++++++--------
 browser/base/content/test/general/browser_bug767836_perwindowpb.js                                                          |    48 +++++++++++++++++++++--------------
 browser/base/content/test/general/browser_bug817947.js                                                                      |    19 ++++++++------
 browser/base/content/test/general/browser_bug832435.js                                                                      |    24 ++++++++++--------
 browser/base/content/test/general/browser_bug839103.js                                                                      |   224 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------
 browser/base/content/test/general/browser_bug882977.js                                                                      |    19 +++++++-------
 browser/base/content/test/general/browser_bug963945.js                                                                      |    13 ++++++----
 browser/base/content/test/general/browser_bug970746.js                                                                      |   115 ++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 browser/base/content/test/general/browser_clipboard.js                                                                      |   373 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------
 browser/base/content/test/general/browser_clipboard_pastefile.js                                                            |    83 +++++++++++++++++++++++++++++++++++++-----------------------
 browser/base/content/test/general/browser_compacttheme.js                                                                   |   129 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------
 browser/base/content/test/general/browser_contentAltClick.js                                                                |    97 ++++++++++++++++++++++++++++++++++++++++++++++++-----------------------
 browser/base/content/test/general/browser_contentAreaClick.js                                                               |   224 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------
 browser/base/content/test/general/browser_contentSearchUI.js                                                                |   762 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/general/browser_contextmenu.js                                                                    |  1951 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/general/browser_contextmenu_childprocess.js                                                       |   128 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------
 browser/base/content/test/general/browser_contextmenu_input.js                                                              |   596 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/general/browser_ctrlTab.js                                                                        |   155 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------
 browser/base/content/test/general/browser_datachoices_notification.js                                                       |   203 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------
 browser/base/content/test/general/browser_decoderDoctor.js                                                                  |   214 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------
 browser/base/content/test/general/browser_documentnavigation.js                                                             |   505 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------
 browser/base/content/test/general/browser_domFullscreen_fullscreenMode.js                                                   |   158 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 browser/base/content/test/general/browser_double_close_tab.js                                                               |    38 +++++++++++++++++-----------
 browser/base/content/test/general/browser_drag.js                                                                           |    72 ++++++++++++++++++++++++++++++++++-------------------
 browser/base/content/test/general/browser_duplicateIDs.js                                                                   |     4 +--
 browser/base/content/test/general/browser_e10s_about_page_triggeringprincipal.js                                            |   269 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------
 browser/base/content/test/general/browser_e10s_about_process.js                                                             |   173 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------
